sign_positions,steps,weights,step_wise_walking_positions,step_wise_attentions,step_wise_walking_speeds,step_wise_reading_ratios,step_wise_reading_progress 
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.33,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.33,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.33,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.33,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.34,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.34,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.34,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.34,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.34,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.34,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.34,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.34,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.34,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.34,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.35000000000000003,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.35000000000000003,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.35000000000000003,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.35000000000000003,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.35000000000000003,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.35000000000000003,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.35000000000000003,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.35000000000000003,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.35000000000000003,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.35000000000000003,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.36,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.36,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.36,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.36,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.36,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.36,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.36,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.36,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.36,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.36,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.37,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.37,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.37,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.37,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.37,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.37,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.37,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.37,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.37,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.37,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.38,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.38,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.38,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.38,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.38,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.38,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.38,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.38,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.38,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.38,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.39,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.39,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.39,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.39,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.39,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.39,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.39,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.39,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.39,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.39,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.4,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.4,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.4,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.4,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.4,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.4,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.4,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.4,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.4,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.4,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.41000000000000003,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.41000000000000003,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.41000000000000003,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.41000000000000003,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.41000000000000003,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.41000000000000003,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.41000000000000003,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.41000000000000003,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.41000000000000003,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.41000000000000003,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.42,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.42,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.42,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.42,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.42,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
